block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
3,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
5,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
7,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
8,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
11,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
12,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
16,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
20,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
29,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
30,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
31,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
32,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
33,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
35,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
37,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
38,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
39,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
43,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
45,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
47,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
51,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
54,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
58,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
59,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
67,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
68,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
69,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
70,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
73,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
91,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
97,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
101,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
103,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
106,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
107,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
113,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
119,1,[],SRT/GR_06_Hr_06_20250304_FRA_2_fertig.csv,blue,hsmm_chunking,GR_06_Hr_06,FRA_2,2
