block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
7,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
12,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
13,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
14,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
17,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
19,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
21,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
23,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
25,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
27,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
33,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
34,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
40,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
42,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
43,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
47,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
52,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
53,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
56,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
61,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
66,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
77,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
85,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
88,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
90,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
99,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
100,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
108,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
110,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
111,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
112,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
113,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
117,1,[],SRT/GR_16_Hr_16_20250602_FRA_1_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_1,1
