block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
3,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
5,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
7,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
8,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
9,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
10,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
11,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
12,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
13,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
21,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
22,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
30,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
31,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
32,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
33,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
35,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
37,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
38,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
39,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
44,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
45,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
54,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
59,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
64,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
67,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
68,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
69,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
73,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
78,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
79,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
80,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
100,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
106,1,[],SRT/GR_12_Hr_12_20250213_FRA_2_fertig.csv,blue,hsmm_chunking,GR_12_Hr_12,FRA_2,2
