block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
3,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
5,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
7,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
8,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
10,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
11,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
13,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
16,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
20,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
21,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
30,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
31,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
32,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
33,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
35,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
37,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
38,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
39,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
51,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
54,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
58,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
59,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
