block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
12,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
13,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
14,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
17,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
21,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
25,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
29,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
33,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
40,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
41,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
50,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
51,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
56,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
60,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
61,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
62,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
66,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
69,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
73,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
76,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
77,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
81,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
82,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
83,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
87,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
89,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
98,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
100,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
104,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
107,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
108,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
109,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
112,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
115,1,[],SRT/GR_03_Hr_03_20250211_FRA_1_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_1,1
