block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
7,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
12,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
17,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
19,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
20,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
21,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
23,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
25,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
27,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
29,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
33,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
34,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
36,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
40,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
41,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
42,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
43,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
50,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
52,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
53,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
56,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
62,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
