block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
5,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
7,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
8,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
11,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
12,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
16,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
20,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
21,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
30,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
31,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
32,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
33,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
39,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
43,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
44,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
45,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
51,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
64,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
67,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
69,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
70,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
73,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
75,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
77,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
78,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
80,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
84,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
91,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
93,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
101,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
106,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
113,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
114,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
119,1,[],SRT/GR_11_Fr_11_20250320_FRA_2_fertig.csv,blue,hsmm_chunking,GR_11_Fr_11,FRA_2,2
