block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
1,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
6,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
14,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
19,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
20,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
27,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
29,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
33,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
36,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
40,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
43,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
45,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
50,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
51,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
52,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
53,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
56,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
60,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
61,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
62,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
66,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
73,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
77,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
82,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
83,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
88,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
91,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
99,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
104,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
108,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
110,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
112,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
115,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
117,1,[],SRT/GR_10_Hr_10_20250316_FRA_1_fertig.csv,blue,hsmm_chunking,GR_10_Hr_10,FRA_1,1
