block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
3,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
5,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
7,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
8,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
9,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
10,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
11,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
12,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
20,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
21,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
22,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
29,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
30,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
31,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
32,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
33,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
35,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
37,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
38,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
43,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
47,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
51,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
54,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
60,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
64,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
68,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
