block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
13,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
16,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
20,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
29,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
30,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
33,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
35,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
43,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
44,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
45,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
51,2,[5],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
59,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
60,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
67,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
68,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
69,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
75,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
77,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
78,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
79,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
80,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
84,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
86,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
93,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
99,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
100,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
101,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
103,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
106,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
108,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
113,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
119,1,[],SRT/GR_03_Hr_03_20250212_FRA_2_fertig.csv,blue,hsmm_chunking,GR_03_Hr_03,FRA_2,2
