block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
6,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
12,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
13,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
17,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
19,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
20,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
23,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
25,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
27,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
29,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
33,2,[5],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
34,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
41,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
43,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
45,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
47,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
51,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
52,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
56,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
60,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
61,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
62,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
66,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
69,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
73,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
